accession	type	gene	product	parts
NC_079943.1	CDS	ND1	NADH dehydrogenase subunit 1	828-1842:1
NC_079943.1	CDS	ND3	NADH dehydrogenase subunit 3	2120-2477:1
NC_079943.1	CDS	COX2	cytochrome c oxidase subunit II	4177-4930:1
NC_079943.1	CDS	ND4	NADH dehydrogenase subunit 4	5333-6809:1
NC_079943.1	CDS	ND6	NADH dehydrogenase subunit 6	6811-7462:1
NC_079943.1	CDS	CYTB	cytochrome b	7621-8809:1
NC_079943.1	CDS	COX3	cytochrome c oxidase subunit III	9062-9851:1
NC_079943.1	CDS	COX1	cytochrome c oxidase subunit I	9925-10813:1,11938-12655:1
NC_079943.1	CDS	ND4L	NADH dehydrogenase subunit 4L	12803-13103:1
NC_079943.1	CDS	ATP8	ATP synthase F0 subunit 8	13177-13396:1
NC_079943.1	CDS	ATP6	ATP synthase F0 subunit 6	13496-14195:1
NC_079943.1	rRNA		small subunit ribosomal RNA	14463-15649:1
NC_079943.1	CDS	ND2	NADH dehydrogenase subunit 2	16095-17277:1
NC_079943.1	tRNA	trnM	tRNA-Met	17475-17546:1
NC_079943.1	rRNA		large subunit ribosomal RNA	17586-20270:1
NC_079942.1	CDS	COX1	cytochrome c oxidase subunit I	0-888:1,2013-2730:1
NC_079942.1	CDS	ND4L	NADH dehydrogenase subunit 4L	2841-3141:1
NC_079942.1	CDS	ATP8	ATP synthase F0 subunit 8	3214-3433:1
NC_079942.1	CDS	ATP6	ATP synthase F0 subunit 6	3532-4231:1
NC_079942.1	rRNA		small subunit ribosomal RNA	4498-5684:1
NC_079942.1	CDS	ND2	NADH dehydrogenase subunit 2	6132-7314:1
NC_079942.1	tRNA	trnM	tRNA-Met	7513-7584:1
NC_079942.1	rRNA		large subunit ribosomal RNA	7625-10313:1
NC_079942.1	CDS	ND5	NADH dehydrogenase subunit 5	10605-11337:1,13477-14608:1
NC_079942.1	CDS	ND1	NADH dehydrogenase subunit 1	11634-12648:1
NC_079942.1	CDS	ND3	NADH dehydrogenase subunit 3	12894-13251:1
NC_079942.1	CDS	COX2	cytochrome c oxidase subunit II	14904-15657:1
NC_079942.1	CDS	ND4	NADH dehydrogenase subunit 4	16060-17536:1
NC_079942.1	CDS	ND6	NADH dehydrogenase subunit 6	17538-18189:1
NC_079942.1	CDS	CYTB	cytochrome b	18348-19536:1
NC_079942.1	CDS	COX3	cytochrome c oxidase subunit III	19788-20577:1
NC_079941.1	CDS	ND2	NADH dehydrogenase subunit 2	20036-20763:1,0-455:1
NC_079941.1	tRNA	trnM	tRNA-Met	653-724:1
NC_079941.1	rRNA		large subunit ribosomal RNA	764-3448:1
NC_079941.1	CDS	ND5	NADH dehydrogenase subunit 5	3740-4472:1,6691-7822:1
NC_079941.1	CDS	ND1	NADH dehydrogenase subunit 1	4769-5783:1
NC_079941.1	CDS	ND3	NADH dehydrogenase subunit 3	6061-6418:1
NC_079941.1	tRNA	trnW	tRNA-Trp	7867-7937:1
NC_079941.1	CDS	COX2	cytochrome c oxidase subunit II	8118-8871:1
NC_079941.1	CDS	ND4	NADH dehydrogenase subunit 4	9274-10750:1
NC_079941.1	CDS	ND6	NADH dehydrogenase subunit 6	10752-11403:1
NC_079941.1	CDS	CYTB	cytochrome b	11562-12750:1
NC_079941.1	CDS	COX3	cytochrome c oxidase subunit III	13003-13792:1
NC_079941.1	CDS	COX1	cytochrome c oxidase subunit I	13866-14754:1,15879-16596:1
NC_079941.1	CDS	ND4L	NADH dehydrogenase subunit 4L	16744-17044:1
NC_079941.1	CDS	ATP8	ATP synthase F0 subunit 8	17118-17337:1
NC_079941.1	CDS	ATP6	ATP synthase F0 subunit 6	17437-18136:1
NC_079941.1	rRNA		small subunit ribosomal RNA	18404-19590:1
NC_079940.1	CDS	COX1	cytochrome c oxidase subunit I	0-888:1,2369-3086:1
NC_079940.1	CDS	ND4L	NADH dehydrogenase subunit 4L	3128-3428:1
NC_079940.1	CDS	ATP8	ATP synthase F0 subunit 8	3455-3674:1
NC_079940.1	CDS	ATP6	ATP synthase F0 subunit 6	3749-4448:1
NC_079940.1	rRNA		small subunit ribosomal RNA	4629-5860:1
NC_079940.1	CDS	ND2	NADH dehydrogenase subunit 2	6348-7530:1
NC_079940.1	tRNA	trnM	tRNA-Met	7595-7666:1
NC_079940.1	rRNA		large subunit ribosomal RNA	7693-10317:1
NC_079940.1	CDS	ND5	NADH dehydrogenase subunit 5	10447-11179:1,13001-14117:1
NC_079940.1	CDS	ND1	NADH dehydrogenase subunit 1	11483-12473:1
NC_079940.1	CDS	ND3	NADH dehydrogenase subunit 3	12492-12849:1
NC_079940.1	CDS	COX2	cytochrome c oxidase subunit II	16520-17270:1
NC_079940.1	CDS	ND4	NADH dehydrogenase subunit 4	17357-18833:1
NC_079940.1	CDS	ND6	NADH dehydrogenase subunit 6	18929-19559:1
NC_079940.1	CDS	CYTB	cytochrome b	19747-20908:1
NC_079940.1	CDS	COX3	cytochrome c oxidase subunit III	20993-21782:1
NC_079939.1	CDS	COX1	cytochrome c oxidase subunit I	0-888:1,2298-3015:1
NC_079939.1	CDS	ND4L	NADH dehydrogenase subunit 4L	3060-3360:1
NC_079939.1	CDS	ATP8	ATP synthase F0 subunit 8	3374-3593:1
NC_079939.1	CDS	ATP6	ATP synthase F0 subunit 6	3668-4367:1
NC_079939.1	rRNA		small subunit ribosomal RNA	4490-5718:1
NC_079939.1	CDS	ND2	NADH dehydrogenase subunit 2	6179-7361:1
NC_079939.1	tRNA	trnM	tRNA-Met	7432-7503:1
NC_079939.1	rRNA		large subunit ribosomal RNA	7530-10158:1
NC_079939.1	CDS	ND5	NADH dehydrogenase subunit 5	10248-10980:1,12810-13941:1
NC_079939.1	CDS	ND1	NADH dehydrogenase subunit 1	11281-12271:1
NC_079939.1	CDS	ND3	NADH dehydrogenase subunit 3	12333-12690:1
NC_079939.1	CDS	COX2	cytochrome c oxidase subunit II	14125-14875:1
NC_079939.1	CDS	ND4	NADH dehydrogenase subunit 4	14927-16403:1
NC_079939.1	CDS	ND6	NADH dehydrogenase subunit 6	16499-17129:1
NC_079939.1	CDS	CYTB	cytochrome b	17259-18420:1
NC_079939.1	CDS	COX3	cytochrome c oxidase subunit III	18509-19298:1
NC_079938.1	CDS	COX1	cytochrome c oxidase subunit I	0-888:1,2314-3031:1
NC_079938.1	CDS	ND4L	NADH dehydrogenase subunit 4L	3073-3373:1
NC_079938.1	CDS	ATP8	ATP synthase F0 subunit 8	3388-3607:1
NC_079938.1	CDS	ATP6	ATP synthase F0 subunit 6	3682-4381:1
NC_079938.1	rRNA		small subunit ribosomal RNA	4537-5789:1
NC_079938.1	CDS	ND2	NADH dehydrogenase subunit 2	6288-7470:1
NC_079938.1	tRNA	trnM	tRNA-Met	7544-7615:1
NC_079938.1	rRNA		large subunit ribosomal RNA	7643-10186:1
NC_079938.1	CDS	ND5	NADH dehydrogenase subunit 5	10426-11158:1,13074-14205:1
NC_079938.1	CDS	ND1	NADH dehydrogenase subunit 1	11481-12471:1
NC_079938.1	CDS	ND3	NADH dehydrogenase subunit 3	12540-12897:1
NC_079938.1	CDS	COX2	cytochrome c oxidase subunit II	14398-15148:1
NC_079938.1	CDS	ND4	NADH dehydrogenase subunit 4	15201-16677:1
NC_079938.1	CDS	ND6	NADH dehydrogenase subunit 6	16772-17402:1
NC_079938.1	CDS	CYTB	cytochrome b	17540-18701:1
NC_079938.1	CDS	COX3	cytochrome c oxidase subunit III	18794-19583:1
NC_079937.1	CDS	ND5	NADH dehydrogenase subunit 5	20950-21577:1,0-90:1,2211-3342:1
NC_079937.1	CDS	ND1	NADH dehydrogenase subunit 1	428-1418:1
NC_079937.1	CDS	ND3	NADH dehydrogenase subunit 3	1561-1918:1
NC_079937.1	CDS	COX2	cytochrome c oxidase subunit II	3524-4277:1
NC_079937.1	CDS	ND4	NADH dehydrogenase subunit 4	4903-6379:1
NC_079937.1	CDS	ND6	NADH dehydrogenase subunit 6	6427-7078:1
NC_079937.1	CDS	CYTB	cytochrome b	7327-8521:1
NC_079937.1	CDS	COX3	cytochrome c oxidase subunit III	8985-9774:1
NC_079937.1	CDS	COX1	cytochrome c oxidase subunit I	9925-10813:1,12092-12809:1
NC_079937.1	CDS	ND4L	NADH dehydrogenase subunit 4L	12930-13230:1
NC_079937.1	CDS	ATP8	ATP synthase F0 subunit 8	13298-13517:1
NC_079937.1	CDS	ATP6	ATP synthase F0 subunit 6	13669-14368:1
NC_079937.1	rRNA		small subunit ribosomal RNA	14660-15858:1
NC_079937.1	CDS	ND2	NADH dehydrogenase subunit 2	16374-17532:1
NC_079937.1	tRNA	trnM	tRNA-Met	17721-17792:1
NC_079937.1	rRNA		large subunit ribosomal RNA	17894-20673:1
NC_073494.1	CDS	COX1	cytochrome c oxidase subunit I	0-1597:1
NC_073494.1	rRNA		12S ribosomal RNA	1748-2674:1
NC_073494.1	CDS	ND1	NADH dehydrogenase subunit 1	2678-3650:1
NC_073494.1	CDS	CYTB	cytochrome b	3711-4872:1
NC_073494.1	CDS	ND6	NADH dehydrogenase subunit 6	4912-5470:1
NC_073494.1	CDS	ND3	NADH dehydrogenase subunit 3	5513-5873:1
NC_073494.1	CDS	ND4L	NADH dehydrogenase subunit 4L	5885-6179:1
NC_073494.1	CDS	muts	MutS-like protein	6192-9150:1
NC_073494.1	rRNA	rrnL	16S ribosomal RNA	9159-11342:1
NC_073494.1	CDS	ND2	NADH dehydrogenase subunit 2	11346-12504:1
NC_073494.1	CDS	ND5	NADH dehydrogenase subunit 5	12491-14309:1
NC_073494.1	CDS	ND4	NADH dehydrogenase subunit 4	14959-16408:1
NC_073494.1	tRNA		tRNA-Met	16465-16532:1
NC_073494.1	CDS	COX3	cytochrome c oxidase subunit III	16575-17361:-1
NC_073494.1	CDS	ATP6	ATP synthase F0 subunit 6	17425-18133:-1
NC_073494.1	CDS	ATP8	ATP synthase F0 subunit 8	18155-18371:-1
NC_073494.1	CDS	COX2	cytochrome c oxidase subunit II	18393-19155:-1
NC_073493.1	CDS	COX1	cytochrome c oxidase subunit I	0-1597:1
NC_073493.1	rRNA		small subunit ribosomal RNA	1748-2682:1
NC_073493.1	CDS	ND1	NADH dehydrogenase subunit 1	2685-3657:1
NC_073493.1	CDS	CYTB	cytochrome b	3719-4880:1
NC_073493.1	CDS	ND6	NADH dehydrogenase subunit 6	4919-5477:1
NC_073493.1	CDS	ND3	NADH dehydrogenase subunit 3	5520-5874:1
NC_073493.1	CDS	ND4L	NADH dehydrogenase subunit 4L	5898-6192:1
NC_073493.1	CDS		MutS-like protein	6205-9181:1
NC_073493.1	rRNA		large subunit ribosomal RNA	9190-11365:1
NC_073493.1	CDS	ND2	NADH dehydrogenase subunit 2	11369-12527:1
NC_073493.1	CDS	ND5	NADH dehydrogenase subunit 5	12514-14332:1
NC_073493.1	CDS	ND4	NADH dehydrogenase subunit 4	14425-15874:1
NC_073493.1	tRNA		tRNA-Met	15931-16002:-1
NC_073493.1	CDS	COX3	cytochrome c oxidase subunit III	16046-16832:-1
NC_073493.1	CDS	ATP6	ATP synthase F0 subunit 6	16892-17600:-1
NC_073493.1	CDS	ATP8	ATP synthase F0 subunit 8	17632-17848:-1
NC_073493.1	CDS	COX2	cytochrome c oxidase subunit II	17875-18637:-1
NC_073492.1	CDS	COX1	cytochrome c oxidase subunit I	0-1597:1
NC_073492.1	rRNA		small subunit ribosomal RNA	1748-2674:1
NC_073492.1	CDS	ND1	NADH dehydrogenase subunit 1	2678-3650:1
NC_073492.1	CDS	CYTB	cytochrome b	3699-4857:1
NC_073492.1	CDS	ND6	NADH dehydrogenase subunit 6	5170-5728:1
NC_073492.1	CDS	ND3	NADH dehydrogenase subunit 3	5771-6125:1
NC_073492.1	CDS	ND4L	NADH dehydrogenase subunit 4L	6144-6438:1
NC_073492.1	CDS		MutS-like protein	6451-9433:1
NC_073492.1	rRNA		large subunit ribosomal RNA	9442-11637:1
NC_073492.1	CDS	ND2	NADH dehydrogenase subunit 2	11641-12799:1
NC_073492.1	CDS	ND5	NADH dehydrogenase subunit 5	12786-14604:1
NC_073492.1	CDS	ND4	NADH dehydrogenase subunit 4	14668-16117:1
NC_073492.1	tRNA		tRNA-Met	16174-16245:-1
NC_073492.1	CDS	COX3	cytochrome c oxidase subunit III	16284-17070:-1
NC_073492.1	CDS	ATP6	ATP synthase F0 subunit 6	17134-17842:-1
NC_073492.1	CDS	ATP8	ATP synthase F0 subunit 8	17865-18081:-1
NC_073492.1	CDS	COX2	cytochrome c oxidase subunit II	18103-18865:-1
NC_073491.1	CDS	COX1	cytochrome c oxidase subunit I	0-1597:1
NC_073491.1	rRNA		small subunit ribosomal RNA	1748-2674:1
NC_073491.1	CDS	ND1	NADH dehydrogenase subunit 1	2678-3650:1
NC_073491.1	CDS	CYTB	cytochrome b	3712-4870:1
NC_073491.1	CDS	ND6	NADH dehydrogenase subunit 6	4915-5473:1
NC_073491.1	CDS	ND3	NADH dehydrogenase subunit 3	5516-5870:1
NC_073491.1	CDS	ND4L	NADH dehydrogenase subunit 4L	5889-6183:1
NC_073491.1	CDS		MutS-like protein	6196-9166:1
NC_073491.1	rRNA		large subunit ribosomal RNA	9175-11370:1
NC_073491.1	CDS	ND2	NADH dehydrogenase subunit 2	11374-12532:1
NC_073491.1	CDS	ND5	NADH dehydrogenase subunit 5	12519-14337:1
NC_073491.1	CDS	ND4	NADH dehydrogenase subunit 4	14430-15879:1
NC_073491.1	tRNA		tRNA-Met	15936-16007:-1
NC_073491.1	CDS	COX3	cytochrome c oxidase subunit III	16046-16832:-1
NC_073491.1	CDS	ATP6	ATP synthase F0 subunit 6	16896-17604:-1
NC_073491.1	CDS	ATP8	ATP synthase F0 subunit 8	17628-17844:-1
NC_073491.1	CDS	COX2	cytochrome c oxidase subunit II	17866-18628:-1
NC_067077.1	CDS	ND2	NADH dehydrogenase subunit 2	18613-18640:1,0-1350:1
NC_067077.1	CDS	ND5	NADH dehydrogenase subunit 5	1337-3155:1
NC_067077.1	CDS	ND4	NADH dehydrogenase subunit 4	3181-4630:1
NC_067077.1	tRNA	trnM	tRNA-Met	4725-4796:-1
NC_067077.1	CDS	COX3	cytochrome c oxidase subunit III	4861-5647:-1
NC_067077.1	CDS	ATP6	ATP synthase F0 subunit 6	5704-6412:-1
NC_067077.1	CDS	ATP8	ATP synthase F0 subunit 8	6431-6647:-1
NC_067077.1	CDS	COX2	cytochrome c oxidase subunit II	6689-7451:-1
NC_067077.1	CDS	COX1	cytochrome c oxidase subunit I	7553-9119:1
NC_067077.1	rRNA	rrn12	small subunit ribosomal RNA	9154-10216:1
NC_067077.1	CDS	ND1	NADH dehydrogenase subunit 1	10266-11247:1
NC_067077.1	CDS	CYTB	cytochrome b	11259-12420:1
NC_067077.1	CDS	ND6	NADH dehydrogenase subunit 6	12437-12992:1
NC_067077.1	CDS	ND3	NADH dehydrogenase subunit 3	13040-13394:1
NC_067077.1	CDS	ND4L	NADH dehydrogenase subunit 4L	13397-13691:1
NC_067077.1	CDS	mutS	mutS-like protein	13704-16629:1
NC_067077.1	rRNA	rrn16	large subunit ribosomal RNA	16638-18610:1
NC_065775.1	CDS	ND5	NADH dehydrogenase subunit 5	0-711:1,10136-11228:1
NC_065775.1	CDS	ND1	NADH dehydrogenase subunit 1	819-1767:1
NC_065775.1	CDS	CYTB	cytochrome b	1769-2909:1
NC_065775.1	CDS	ND2	NADH dehydrogenase subunit 2	2934-4221:1
NC_065775.1	CDS	ND6	NADH dehydrogenase subunit 6	4257-4782:1
NC_065775.1	CDS	ATP6	ATP synthase F0 subunit 6	4781-5459:1
NC_065775.1	CDS	ND4	NADH dehydrogenase subunit 4	5458-6898:1
NC_065775.1	rRNA		12S ribosomal RNA	7001-7911:1
NC_065775.1	CDS	COX3	cytochrome c oxidase subunit III	7904-8684:1
NC_065775.1	CDS	COX2	cytochrome c oxidase subunit II	8746-9460:1
NC_065775.1	CDS	ND4L	NADH dehydrogenase subunit 4L	9435-9735:1
NC_065775.1	CDS	ND3	NADH dehydrogenase subunit 3	9737-10079:1
NC_065775.1	tRNA		tRNA-Trp	11312-11382:1
NC_065775.1	CDS	ATP8	ATP synthase F0 subunit 8	11385-11583:1
NC_065775.1	CDS	COX1	cytochrome c oxidase subunit I	11573-13154:1
NC_065775.1	tRNA		tRNA-Met	13885-13957:1
NC_065775.1	rRNA		16S ribosomal RNA	14319-16041:1
NC_065774.1	CDS	ND5	NADH dehydrogenase subunit 5	0-711:1,11727-12852:1
NC_065774.1	CDS	ND1	NADH dehydrogenase subunit 1	824-1772:1
NC_065774.1	CDS	CYTB	cytochrome b	1927-3067:1
NC_065774.1	CDS	ND2	NADH dehydrogenase subunit 2	3062-4373:1
NC_065774.1	CDS	ND6	NADH dehydrogenase subunit 6	4373-4934:1
NC_065774.1	CDS	ATP6	ATP synthase F0 subunit 6	4933-5611:1
NC_065774.1	CDS	ND4	NADH dehydrogenase subunit 4	5610-7050:1
NC_065774.1	rRNA		12S ribosomal RNA	7152-8063:1
NC_065774.1	CDS	COX3	cytochrome c oxidase subunit III	8063-8843:1
NC_065774.1	rRNA		12S ribosomal RNA	9105-9483:1
NC_065774.1	CDS	COX3	cytochrome c oxidase subunit III	9483-10341:1
NC_065774.1	CDS	COX2	cytochrome c oxidase subunit II	10365-11073:1
NC_065774.1	CDS	ND4L	NADH dehydrogenase subunit 4L	11054-11354:1
NC_065774.1	CDS	ND3	NADH dehydrogenase subunit 3	11356-11698:1
NC_065774.1	tRNA		tRNA-Trp	12850-12920:1
NC_065774.1	CDS	ATP8	ATP synthase F0 subunit 8	12923-13121:1
NC_065774.1	CDS	COX1	cytochrome c oxidase subunit I	13120-14695:1
NC_065774.1	tRNA		tRNA-Met	16258-16330:1
NC_065774.1	rRNA		16S ribosomal RNA	16484-18160:1
NC_062036.1	rRNA	rnl	large subunit ribosomal RNA	0-2072:1
NC_062036.1	tRNA	trnM(cau)	tRNA-Met	2072-2143:1
NC_062036.1	rRNA	rns	small subunit ribosomal RNA	2143-3299:1
NC_062036.1	CDS	ND1	NADH dehydrogenase subunit 1	3302-4232:1
NC_062036.1	CDS	CYTB	cytochrome b	4237-5410:1
NC_062036.1	CDS	ND4	NADH dehydrogenase subunit 4	5566-7033:1
NC_062036.1	CDS	COX1_COX2	cytochrome c oxidase subunit 1-subunit 2 fusion protein	7039-10057:1
NC_062036.1	CDS	ATP8	ATP synthase F0 subunit 8	10058-10361:1
NC_062036.1	CDS	ATP6	ATP synthase F0 subunit 6	10366-11056:1
NC_062036.1	CDS	COX3	cytochrome c oxidase subunit III	11677-12463:1
NC_062036.1	CDS	ND2	NADH dehydrogenase subunit 2	12485-13790:1
NC_062036.1	CDS	ND5	NADH dehydrogenase subunit 5	13777-15586:1
NC_062036.1	CDS	ND6	NADH dehydrogenase subunit 6	16129-16648:1
NC_062036.1	CDS	ND3	NADH dehydrogenase subunit 3	16654-17005:1
NC_062036.1	CDS	ND4L	NADH dehydrogenase subunit 4L	17065-17359:1
NC_062036.1	CDS	mutS	MutS-like protein	17368-18379:1
NC_062036.1	CDS	mutS	MutS-like protein	18378-21513:1
NC_062025.1	rRNA	rnl	large subunit ribosomal RNA	86-2233:1
NC_062025.1	CDS	ND2	NADH dehydrogenase subunit 2	2024-3371:1
NC_062025.1	CDS	ND5	NADH dehydrogenase subunit 5	3358-5176:1
NC_062025.1	CDS	ND4	NADH dehydrogenase subunit 4	5265-6714:1
NC_062025.1	tRNA	trnM(cau)	tRNA-Met	6777-6848:-1
NC_062025.1	CDS	COX3	cytochrome c oxidase subunit III	6871-7657:-1
NC_062025.1	CDS	CYTB	cytochrome b	7738-8902:-1
NC_062025.1	CDS	ND1	NADH dehydrogenase subunit 1	8962-9934:-1
NC_062025.1	rRNA	rns	small subunit ribosomal RNA	9938-10862:-1
NC_062025.1	CDS	COX1	cytochrome c oxidase subunit I	10900-12607:-1
NC_062025.1	CDS	COX2	cytochrome c oxidase subunit II	12715-13477:1
NC_062025.1	CDS	ATP8	ATP synthase F0 subunit 8	13498-13714:1
NC_062025.1	CDS	ATP6	ATP synthase F0 subunit 6	13738-14449:1
NC_062025.1	CDS	ND6	NADH dehydrogenase subunit 6	14642-15221:1
NC_062025.1	CDS	ND3	NADH dehydrogenase subunit 3	15254-15608:1
NC_062025.1	CDS	ND4L	NADH dehydrogenase subunit 4L	15628-15922:1
NC_062025.1	CDS	mutS	MutS-like protein	15934-18853:1
NC_062017.1	rRNA	rnl	large subunit ribosomal RNA	0-1792:1
NC_062017.1	CDS	ND2	NADH dehydrogenase subunit 2	1815-3138:1
NC_062017.1	CDS	ND5	NADH dehydrogenase subunit 5	3125-4937:1
NC_062017.1	CDS	ND4	NADH dehydrogenase subunit 4	5033-6482:1
NC_062017.1	CDS	ND4L	NADH dehydrogenase subunit 4L	6624-6918:-1
NC_062017.1	CDS	ND3	NADH dehydrogenase subunit 3	6967-7315:-1
NC_062017.1	CDS	ND6	NADH dehydrogenase subunit 6	7293-7902:-1
NC_062017.1	CDS	CYTB	cytochrome b	8499-9660:-1
NC_062017.1	CDS	ND1	NADH dehydrogenase subunit 1	9629-10619:-1
NC_062017.1	rRNA	rns	small subunit ribosomal RNA	10665-11692:-1
NC_062017.1	CDS	COX1	cytochrome c oxidase subunit I	11629-13282:-1
NC_062017.1	CDS	COX2	cytochrome c oxidase subunit II	13388-14150:1
NC_062017.1	CDS	ATP8	ATP synthase F0 subunit 8	14154-14370:1
NC_062017.1	CDS	ATP6	ATP synthase F0 subunit 6	14391-15099:1
NC_062017.1	CDS	COX3	cytochrome c oxidase subunit III	15131-15917:1
NC_062017.1	tRNA	trnM(cau)	tRNA-Met	15946-16017:1
NC_062017.1	CDS	mutS	MutS-like protein	16028-19088:1
NC_062001.1	rRNA	rnl	large subunit ribosomal RNA	26-2237:1
NC_062001.1	CDS	ND2	NADH dehydrogenase subunit 2	2026-3373:1
NC_062001.1	CDS	ND5	NADH dehydrogenase subunit 5	3360-5178:1
NC_062001.1	CDS	ND4	NADH dehydrogenase subunit 4	5270-6719:1
NC_062001.1	tRNA	trnM(cau)	tRNA-Met	6784-6855:-1
NC_062001.1	CDS	COX3	cytochrome c oxidase subunit III	6878-7664:-1
NC_062001.1	CDS	CYTB	cytochrome b	7732-8947:-1
NC_062001.1	CDS	ND1	NADH dehydrogenase subunit 1	8968-9940:-1
NC_062001.1	rRNA	rns	small subunit ribosomal RNA	9945-10869:-1
NC_062001.1	CDS	COX1	cytochrome c oxidase subunit I	10907-12614:-1
NC_062001.1	CDS	COX2	cytochrome c oxidase subunit II	12722-13484:1
NC_062001.1	CDS	ATP8	ATP synthase F0 subunit 8	13505-13721:1
NC_062001.1	CDS	ATP6	ATP synthase F0 subunit 6	13745-14456:1
NC_062001.1	CDS	ND6	NADH dehydrogenase subunit 6	14685-15252:1
NC_062001.1	CDS	ND3	NADH dehydrogenase subunit 3	15296-15650:1
NC_062001.1	CDS	ND4L	NADH dehydrogenase subunit 4L	15670-15964:1
NC_062001.1	CDS	mutS	MutS-like protein	15976-18895:1
NC_066899.1	CDS	COX1	cytochrome c oxidase subunit I	0-1704:1
NC_066899.1	rRNA		12S ribosomal RNA	1747-2672:1
NC_066899.1	CDS	ND1	NADH dehydrogenase subunit 1	2676-3648:1
NC_066899.1	CDS	CYTB	cytochrome b	3681-4836:1
NC_066899.1	CDS	ND6	NADH dehydrogenase subunit 6	4849-5407:1
NC_066899.1	CDS	ND3	NADH dehydrogenase subunit 3	5450-5810:1
NC_066899.1	CDS	ND4L	NADH dehydrogenase subunit 4L	5822-6116:1
NC_066899.1	CDS	mutS	MutS-like protein	6129-9093:1
NC_066899.1	rRNA		16S ribosomal RNA	9119-11297:1
NC_066899.1	CDS	ND2	NADH dehydrogenase subunit 2	11301-12459:1
NC_066899.1	CDS	ND5	NADH dehydrogenase subunit 5	12446-14264:1
NC_066899.1	CDS	ND4	NADH dehydrogenase subunit 4	14363-15812:1
NC_066899.1	tRNA		tRNA-Met	15866-15937:-1
NC_066899.1	CDS	COX3	cytochrome c oxidase subunit III	15975-16761:-1
NC_066899.1	CDS	ATP6	ATP synthase F0 subunit 6	16825-17533:-1
NC_066899.1	CDS	ATP8	ATP synthase F0 subunit 8	17557-17773:-1
NC_066899.1	CDS	COX2	cytochrome c oxidase subunit II	17794-18556:-1
NC_062039.1	CDS	ND6	NADH dehydrogenase subunit 6	174-729:1
NC_062039.1	CDS	ND3	NADH dehydrogenase subunit 3	756-1110:1
NC_062039.1	CDS	ND4L	NADH dehydrogenase subunit 4L	1136-1430:1
NC_062039.1	CDS	mutS	MutS-like protein	1447-4438:1
NC_062039.1	rRNA	rnl	large subunit ribosomal RNA	4438-6413:1
NC_062039.1	CDS	ND2	NADH dehydrogenase subunit 2	6471-7809:1
NC_062039.1	CDS	ND5	NADH dehydrogenase subunit 5	7796-9614:1
NC_062039.1	CDS	ND4	NADH dehydrogenase subunit 4	9638-11087:1
NC_062039.1	tRNA	trnM(cau)	tRNA-Met	11151-11220:-1
NC_062039.1	CDS	COX3	cytochrome c oxidase subunit III	11260-12064:-1
NC_062039.1	CDS	ATP6	ATP synthase F0 subunit 6	12073-12781:-1
NC_062039.1	CDS	ATP8	ATP synthase F0 subunit 8	12801-13092:-1
NC_062039.1	CDS	COX2	cytochrome c oxidase subunit II	13039-13801:-1
NC_062039.1	CDS	CYTB	cytochrome b	13967-15125:-1
NC_062039.1	CDS	ND1	NADH dehydrogenase subunit 1	15144-16125:-1
NC_062039.1	rRNA	rns	small subunit ribosomal RNA	16169-17203:-1
NC_062039.1	CDS	COX1	cytochrome c oxidase subunit I	17086-18793:-1
NC_062038.1	rRNA	rnl	large subunit ribosomal RNA	9-2220:1
NC_062038.1	CDS	ND2	NADH dehydrogenase subunit 2	2009-3356:1
NC_062038.1	CDS	ND5	NADH dehydrogenase subunit 5	3343-5161:1
NC_062038.1	CDS	ND4	NADH dehydrogenase subunit 4	5256-6705:1
NC_062038.1	tRNA	trnM(cau)	tRNA-Met	6760-6831:-1
NC_062038.1	CDS	COX3	cytochrome c oxidase subunit III	6870-7656:-1
NC_062038.1	CDS	ATP6	ATP synthase F0 subunit 6	7720-8428:-1
NC_062038.1	CDS	ATP8	ATP synthase F0 subunit 8	8452-8704:-1
NC_062038.1	CDS	COX2	cytochrome c oxidase subunit II	8690-9452:-1
NC_062038.1	CDS	COX1	cytochrome c oxidase subunit I	9564-11307:1
NC_062038.1	rRNA	rns	small subunit ribosomal RNA	11310-12236:1
NC_062038.1	CDS	ND1	NADH dehydrogenase subunit 1	12240-13212:1
NC_062038.1	CDS	CYTB	cytochrome b	13263-14400:1
NC_062038.1	CDS	ND6	NADH dehydrogenase subunit 6	14830-15388:1
NC_062038.1	CDS	ND3	NADH dehydrogenase subunit 3	15431-15785:1
NC_062038.1	CDS	ND4L	NADH dehydrogenase subunit 4L	15804-16098:1
NC_062038.1	CDS	mutS	MutS-like protein	16111-19066:1
NC_062034.1	rRNA	rnl	large subunit ribosomal RNA	9-1973:1
NC_062034.1	CDS	ND2	NADH dehydrogenase subunit 2	2006-3353:1
NC_062034.1	CDS	ND5	NADH dehydrogenase subunit 5	3340-5158:1
NC_062034.1	CDS	ND4	NADH dehydrogenase subunit 4	5200-6649:1
NC_062034.1	tRNA	trnM(cau)	tRNA-Met	6706-6777:-1
NC_062034.1	CDS	COX3	cytochrome c oxidase subunit III	6816-7602:-1
NC_062034.1	CDS	ATP6	ATP synthase F0 subunit 6	7622-8330:-1
NC_062034.1	CDS	ATP8	ATP synthase F0 subunit 8	8368-8584:-1
NC_062034.1	CDS	COX2	cytochrome c oxidase subunit II	8587-9349:-1
NC_062034.1	CDS	COX1	cytochrome c oxidase subunit I	9450-11013:1
